FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,d0,d1,Degradation,Evapotranspiration,g0,Growth,infil c,Infiltration,k et,k perc,r,Percolation,NDVI sim raw,NDVI sim,NDVI obs,Precipitation norm,precipitation,Soil Water,Vegetation Biomass
119,0,1,1,0.08,0.35,0.01199867712715028,0.0011334114245023703,0.01,0.01587323577123696,0.6,0.008209006496271407,0.05,0.15,0.5,0.07335239178649315,0.09891950326553689,0.1124620152004712,0.103,0.02677515544061301,36.247,0.48901594524328773,0.04635478395038807
119,0,1,1,0.08,0.35,0.014166748983785922,0.0010616954759768884,0.01,0.015509327430116127,0.6,0.0010034149833853723,0.05,0.15,0.5,0.06341087227928455,0.09548646357764168,0.09891950326553689,0.094,0.002897058238713833,6.707,0.42273914852856365,0.05022934259447475
119,0,1,1,0.08,0.35,0.015691040698823152,0.0009264121926747114,0.01,0.01440647687097953,0.6,0.01571105765825623,0.05,0.15,0.5,0.05389049936350314,0.10169600774840612,0.09548646357764168,0.091,0.04086759777703516,53.681,0.3592699957566876,0.051571921040804956
119,0,1,1,0.08,0.35,0.01598849060262183,0.0008050104284216495,0.01,0.01322531268982256,0.6,0.008089006825205965,0.05,0.15,0.5,0.04802462127881489,0.09820166115747321,0.10169600774840612,0.093,0.019830783976106717,27.656,0.32016414185876596,0.050287357212961334
119,0,1,1,0.08,0.35,0.0157876164365502,0.0006639686660742126,0.01,0.011698872272312573,0.6,0.005907236396895449,0.05,0.15,0.5,0.04191352754651031,0.09693853290363139,0.09820166115747321,0.093,0.013663218585094845,20.026,0.2794235169767354,0.04752417930016206
119,0,1,1,0.08,0.35,0.014986804434038953,0.0005272046677726506,0.01,0.0100579641163569,0.6,0.1081521527378757,0.05,0.15,0.5,0.03641298857415695,0.1324296420490696,0.09693853290363139,0.098,0.23803811584673226,297.604,0.24275325716104634,0.04343543513592443
119,0,1,1,0.08,0.35,0.012326429787152853,0.0006044865692416246,0.01,0.010997706636412575,0.6,0.018943416503020376,0.05,0.15,0.5,0.047094782498548864,0.10121410206052661,0.1324296420490696,0.114,0.0460215161168899,60.057,0.31396521665699245,0.03850659481824238
119,0,1,1,0.08,0.35,0.012275267819219221,0.0005301738568295263,0.01,0.010133252629137324,0.6,0.050807274239408576,0.05,0.15,0.5,0.042781404613833354,0.11267243735832089,0.10121410206052661,0.141,0.11846656369731678,149.68,0.28520936409222236,0.0371778716675021
119,0,1,1,0.08,0.35,0.01147610792166444,0.0005127586233751784,0.01,0.009934322178265556,0.6,0.23689932714312825,0.05,0.15,0.5,0.043905758979145205,0.18282014981320366,0.11267243735832089,0.156,0.5582285260341353,693.717,0.29270505986096806,0.035035856477420205
119,0,1,1,0.08,0.35,0.00871465297551976,0.0008125424914442007,0.01,0.012896175682408893,0.6,0.3088884781093703,0.05,0.15,0.5,0.07277788041023639,0.25334940694406916,0.18282014981320366,0.168,0.9999999991916689,1240.24,0.48518586940157593,0.03349407073402132
