FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,d0,d1,Degradation,Evapotranspiration,g0,Growth,infil c,Infiltration,k et,k perc,r,Percolation,NDVI sim raw,NDVI sim,NDVI obs,Precipitation norm,precipitation,Soil Water,Vegetation Biomass
119,0,1,1,0.08,0.35,0.018578099307667597,0.002469088174530113,0.01,0.026144567555578608,0.6,0.0,0.05,0.15,0.5,0.08881682343717569,0.09833993407659962,0.1536184642496472,0.11,0.0,3.123,0.592112156247838,0.08339934076599625
119,0,1,1,0.08,0.35,0.023169975294427145,0.0022779032259361404,0.01,0.025693952117577835,0.6,0.010404670116213014,0.05,0.15,0.5,0.07512393669541984,0.10465492339805163,0.09833993407659962,0.097,0.0347396406041307,46.1,0.5008262446361322,0.09096580901390727
119,0,1,1,0.08,0.35,0.026005102356391564,0.0020279293647919093,0.01,0.024331730708074754,0.6,0.03356394155248951,0.05,0.15,0.5,0.06507436122464838,0.11515760459417318,0.10465492339805163,0.046,0.09880391256542112,125.355,0.43382907483098926,0.09348978583705797
119,0,1,1,0.08,0.35,0.02661741742476266,0.0018376629537708627,0.01,0.022983976146562585,0.6,0.006191788336419366,0.05,0.15,0.5,0.060043608869105765,0.10193488140930894,0.11515760459417318,0.043,0.01720774994021766,24.411,0.40029072579403846,0.09181641418874116
119,0,1,1,0.08,0.35,0.02728289164616078,0.001519398100767412,0.01,0.020483208108811515,0.6,0.027653198660169243,0.05,0.15,0.5,0.05169018634613718,0.11006974722565896,0.10193488140930894,0.097,0.0703215620912803,90.119,0.3446012423075812,0.08818297291054109
119,0,1,1,0.08,0.35,0.025907092472029918,0.0012982459940632232,0.01,0.01845607489182934,0.6,0.053992268943720965,0.05,0.15,0.5,0.04785672847812688,0.119282068760518,0.11006974722565896,0.105,0.13214837389499265,166.606,0.31904485652084585,0.08138328937319182
119,0,1,1,0.08,0.35,0.023410006745362776,0.0011972671608033514,0.01,0.017388805291251513,0.6,0.029602635209034615,0.05,0.15,0.5,0.04858232264885651,0.10906875988018713,0.119282068760518,0.15,0.07297207938055003,93.398,0.3238821509923767,0.07393227179299125
119,0,1,1,0.08,0.35,0.021983029511663137,0.0010312472477221797,0.01,0.015738598498752667,0.6,0.13350710762327564,0.05,0.15,0.5,0.04555577945876272,0.14792159828804546,0.10906875988018713,0.179,0.3195655703384841,398.463,0.3037051963917515,0.06791107033887998
119,0,1,1,0.08,0.35,0.018085663079579442,0.0012044274043696349,0.01,0.01707541577906229,0.6,0.1999406304038818,0.05,0.15,0.5,0.058593791596281336,0.18366209072933853,0.14792159828804546,0.215,0.5468464174796349,679.636,0.39062527730854224,0.06166663932596951
119,0,1,1,0.08,0.35,0.014814190020613913,0.0016097226500472286,0.01,0.01981872727499432,0.6,0.27921127374409693,0.05,0.15,0.5,0.07961515330676595,0.2547425629222282,0.18366209072933853,0.235,0.9917307732480186,1230.01,0.530767688711773,0.06065639202545236
119,0,1,1,0.08,0.35,0.011486464902726793,0.002392533526800185,0.01,0.024123554673514094,0.6,0.13278615058303922,0.05,0.15,0.5,0.10931311297485852,0.22711051182244157,0.2547425629222282,0.184,0.8159026180903644,1012.49,0.7287540864990568,0.06566092927983276
119,0,1,1,0.08,0.35,0.013119451121438285,0.002935528152904049,0.01,0.02764779219816594,0.6,0.013787926495291498,0.05,0.15,0.5,0.1124751885870656,0.1125271991482513,0.22711051182244157,0.123,0.09185873276993305,116.763,0.7498345905804373,0.07829801905062006
119,0,1,1,0.08,0.35,0.018855435148892256,0.00300855710083818,0.01,0.02941526550485024,0.6,0.007173070685308937,0.05,0.15,0.5,0.09723177005036387,0.1047200521945208,0.1125271991482513,0.102,0.03398385113616267,45.165,0.6482118003357592,0.09282636012734771
119,0,1,1,0.08,0.35,0.024368064062417205,0.0028697139779148917,0.01,0.029646836009391806,0.6,0.000935294754222263,0.05,0.15,0.5,0.08327168158047991,0.10089927741729594,0.1047200521945208,0.088,0.0035041148060336127,7.458,0.5551445438698661,0.10338619048330569
119,0,1,1,0.08,0.35,0.028852888703923222,0.0025532921630139,0.01,0.028308778033723003,0.6,0.0011614834064813872,0.05,0.15,0.5,0.07049076645985403,0.10145082254314004,0.10089927741729594,0.084,0.0036520393757000836,7.641,0.46993844306569355,0.10866496243028029
119,0,1,1,0.08,0.35,0.0314286174388467,0.0021519069739982474,0.01,0.025803481830812422,0.6,0.0035745385188768013,0.05,0.15,0.5,0.05970838017739605,0.10239563790256212,0.10145082254314004,0.085,0.009897204540963218,15.367,0.398055867849307,0.10812085176008007
119,0,1,1,0.08,0.35,0.0318844143517129,0.001741249084809541,0.01,0.02265558857767042,0.6,0.0264122478839925,0.05,0.15,0.5,0.05096551788251843,0.11091747124743992,0.10239563790256212,0.089,0.06667437270147093,85.607,0.3397701192167895,0.1024957161520458
119,0,1,1,0.08,0.35,0.02987184981070244,0.001461844721691283,0.01,0.02014785213162155,0.6,0.022865593185087258,0.05,0.15,0.5,0.04702134002001811,0.10820837119972868,0.11091747124743992,0.107,0.055510513512052204,71.796,0.31347560013345405,0.09326689037800331
119,0,1,1,0.08,0.35,0.02750647210746573,0.001202424536152988,0.01,0.017640596472935432,0.6,0.13243862993483624,0.05,0.15,0.5,0.04317870128652478,0.14794688233134673,0.10820837119972868,0.157,0.3099537066340906,386.572,0.2878580085768319,0.08354289269892243
119,0,1,1,0.08,0.35,0.021987400562583855,0.001384816682157823,0.01,0.01893679251589381,0.6,0.007460459001440122,0.05,0.15,0.5,0.05638732690334855,0.1005555004326811,0.14794688233134673,0.183,0.01992374203901188,27.771,0.37591551268899037,0.07367701706439213
119,0,1,1,0.08,0.35,0.022320675678098124,0.0011498114570733969,0.01,0.016887133797793247,0.6,0.23441974435668336,0.05,0.15,0.5,0.04884057421573861,0.18975582991081852,0.1005555004326811,0.218,0.5793324313065519,719.825,0.3256038281049241,0.07062640901770209
119,0,1,1,0.08,0.35,0.01639524884538597,0.0016625262890992622,0.01,0.020436700965965504,0.6,0.25942584217239983,0.05,0.15,0.5,0.07650497801831932,0.23771298129461307,0.18975582991081852,0.243,0.8824605911304584,1094.83,0.5100331867887955,0.06519286713739722
119,0,1,1,0.08,0.35,0.013019372939555424,0.0023930549059106546,0.01,0.02450000560572269,0.6,0.08127767470578474,0.05,0.15,0.5,0.1036937286980665,0.16713221567849948,0.23771298129461307,0.185,0.4388048984543863,545.976,0.6912915246537767,0.06923431925797675
119,0,1,1,0.08,0.35,0.015879145676282153,0.0026897548072999677,0.01,0.026911111138038356,0.6,0.01865316565752051,0.05,0.15,0.5,0.09997236236333765,0.11298578380463596,0.16713221567849948,0.133,0.09321430382638479,118.44,0.6664824157555843,0.08071495192414402
119,0,1,1,0.08,0.35,0.020747123794770634,0.002672007240166637,0.01,0.027800517761393712,0.6,0.03885525292918542,0.05,0.15,0.5,0.08737101963637008,0.1239908408782299,0.11298578380463596,0.072,0.15510093212274917,195.001,0.5824734642424672,0.09174691738590023
119,0,1,1,0.08,0.35,0.024112216815180817,0.002624559580914886,0.01,0.02808666885141673,0.6,0.002239386247786023,0.05,0.15,0.5,0.07969285354426738,0.10115409009550098,0.1239908408782299,0.097,0.00796286850155412,12.974,0.5312856902951159,0.0988003113525233
